,group,geometry,h3_index,node,Mode_Planned,Model,Line_Unique,address,area,location,TotalDemand,TotalTransfers,Total_Unique_Lines,BRT Lines,Cable Line Lines,Funicular Lines,HighSpeed Rail Lines,Interurban Rail Lines,LRT Lines,Metro Lines,Suburban Rail Lines,centroid,pop_0_500,emp_0_500,pop_500_1000,emp_500_1000,pop_1000_1500,emp_1000_1500,id,term_type,Region_category,Location_category,RegionLocation,Num_Modes,score,bus_terminal,HubType
944,939,"POLYGON ((34.7911416121784 31.896068398212297, 34.79052932497316 31.896574880071785, 34.790576639289604 31.897465123607464, 34.79123623924419 31.897848897194656, 34.791848529216 31.897342422187567, 34.79180121646667 31.896452166740715, 34.7911416121784 31.896068398212297))","['8a3f4dd980b7fff', '8a3f4dd980b7fff']","[511073, 512234]",['LRT'],Tel,"['Turquoise_N', 'Turquoise_S,', 'L1-N', 'L1-S']","גד פינשטיין, חצרות המושבה, רחובות, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,658.79,60.42,2,0,0,0,0,0,4,0,0,POINT (34.79118892818964 31.896958647483117),0.0,0.0,1046.6400240000305,956.6208910493488,27852.486392123945,12246.539029548943,,,0,2,0,1,16.0,0,Not Hub
945,940,"POLYGON ((34.78506289701714 31.889944051950305, 34.7844506194474 31.890450552909655, 34.78449799073479 31.891340759906363, 34.78515763802664 31.891724477853263, 34.78576991836442 31.891217983742795, 34.785722548642326 31.890327764836325, 34.78506289701714 31.889944051950305))","['8a3f4dd9848ffff', '8a3f4dd9848ffff']","[511074, 512233]",['LRT'],Tel,"['Light-Blue_S', 'Turquoise_N', 'Turquoise_S,', 'L1-N', 'L1-S']","דרך הים, חצרות המושבה, רחובות, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,15322.06,323.133,2,0,0,0,0,0,5,0,0,POINT (34.78511027000045 31.890834264680848),0.0,0.0,5470.710489577527,1234.5943577508965,15293.231007444549,5399.7320558412575,,,0,2,0,1,20.0,0,Local
946,941,"POLYGON ((34.791564552862155 31.892000855379834, 34.79095227816223 31.89250737294537, 34.79029265353706 31.892123628266553, 34.789680376734765 31.89263013825561, 34.78972772179041 31.893520386073074, 34.79038734208239 31.893904135812292, 34.79099962165196 31.893397632673835, 34.791659238275685 31.893781386747857, 34.79227151574279 31.893274876033033, 34.79222417381896 31.892384604393257, 34.791564552862155 31.892000855379834))","['8a3f4dd98557fff', '8a3f4dd98577fff']","[512117, 511040]",['LRT'],Ashdod-ashkelon,"['Light-Blue_S', 'Turquoise_N', 'Turquoise_S,', 'L1-N', 'L1-S']","דרך הים, חצרות המושבה, רחובות, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,4597.59,237.81,2,0,0,0,0,0,5,0,0,POINT (34.79097595195413 31.89295250106196),0.0,0.0,1197.118639279826,1094.157182163729,30706.70270305532,11972.96666764452,,,0,2,0,1,20.0,0,Local
947,942,"POLYGON ((34.801411167627116 31.89686722978953, 34.80075159704142 31.89648342151537, 34.80013932179736 31.896989949557362, 34.80018661437327 31.89788027901983, 34.80084618062608 31.89826409235355, 34.80145845863587 31.89775757116546, 34.801411167627116 31.89686722978953))",['8a3f4dd988a7fff'],[512151],['LRT'],Ashdod-ashkelon,['Light-Blue_S'],"1, שדרות חן, אפרים, רחובות, נפת רחובות, מחוז המרכז, 7646016, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,1,0,0,POINT (34.800798891311814 31.897373756714167),0.0,0.0,11731.575738074822,7673.935190541164,32332.03690327553,21996.54690284485,,,0,2,0,1,4.0,0,Not Hub
948,943,"POLYGON ((34.7974559630603 31.906644767828418, 34.79679642281007 31.906260924151887, 34.79618411347994 31.906767351173873, 34.79623134163565 31.907657615014976, 34.79689087755128 31.90804146374626, 34.7975031896458 31.90753504358189, 34.7974559630603 31.906644767828418))",['8a3f4dd98aa7fff'],[512236],['LRT'],Ashdod-ashkelon,"['Turquoise_N', 'Turquoise_S']","החקלאות, נווה עמית, רחובות, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,2,0,0,POINT (34.79684365265878 31.90715119372967),2997.855723400986,2807.4198247268987,0.0,0.0,15892.764230408697,25775.424593714863,,,0,2,0,1,8.0,0,Not Hub
949,944,"POLYGON ((34.799857934607765 31.903728679005475, 34.799198389362154 31.903344841103277, 34.79858609187083 31.90385130456461, 34.79863333686041 31.904741599071667, 34.79929287777201 31.90512544203018, 34.799905178028055 31.904618985425536, 34.799857934607765 31.903728679005475))",['8a3f4dd98bb7fff'],[512160],['LRT'],Ashdod-ashkelon,['Light-Blue_S'],"אצ""ל, נווה יהודה, רחובות, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,1,0,0,POINT (34.79924563604516 31.904235141347062),3047.8030555855767,2854.194300720747,8381.650192166366,5665.207735923541,16265.727751891907,20389.202840546637,,,0,2,0,1,4.0,0,Not Hub
950,945,"POLYGON ((34.79688872471712 31.895961281010177, 34.79622913510908 31.895577495139655, 34.79561685631552 31.896084007304037, 34.795664164363735 31.89697429848614, 34.79632374963863 31.89735808941607, 34.79693603119843 31.896851584104642, 34.79688872471712 31.895961281010177))",['8a3f4dd98c4ffff'],[512150],['LRT'],Ashdod-ashkelon,['Light-Blue_S'],"דרך הים, אפרים, רחובות, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,1,0,0,POINT (34.79627644485205 31.89646779205749),0.0,0.0,1039.8608078715622,950.4247399135968,31534.26053402805,16932.663795979017,,,0,2,0,1,4.0,0,Not Hub
951,946,"POLYGON ((34.79929406393844 31.92928494493319, 34.798634630467475 31.928900976349055, 34.798022257371024 31.92940722612865, 34.798069314985106 31.930297437624873, 34.79872874411844 31.930681411253794, 34.79934111997534 31.93017516834189, 34.79929406393844 31.92928494493319))",['8a3f4dd9980ffff'],[521007],['Metro'],Tel,"['Me1-1N', 'Me1-1S', 'Me1-2N', 'Me1-2S']","ויצמן, רמת סמל, נס ציונה, נפת רחובות, מחוז המרכז, 7408022, ישראל",תל אביב,טבעת,21813.71,2460.26,1,0,0,0,0,0,0,4,0,POINT (34.79868168977086 31.929791193584105),0.0,0.0,4176.996136504782,882.0330822042945,21382.890451789557,12603.08717549926,,,0,2,0,1,20.0,0,Regional
952,947,"MULTIPOLYGON (((34.77596964028979 31.887242985089358, 34.77601705169691 31.88813312490325, 34.77667674129434 31.888516793001443, 34.77672414193766 31.889406935362448, 34.777383823540106 31.889790612854252, 34.77799610883301 31.889284142924318, 34.7779487097545 31.888393988655427, 34.77728902381829 31.888010316224527, 34.77724161397557 31.887120164502925, 34.77658192004449 31.886736501466117, 34.77596964028979 31.887242985089358)), ((34.77922067245592 31.888271181066965, 34.77926806996968 31.88916134724406, 34.77992774424819 31.88954503340188, 34.77997513099706 31.890435202125513, 34.78063479727907 31.89081889767732, 34.78124708114585 31.890312419444836, 34.78119969596207 31.88942223881252, 34.780540025346426 31.88903854832154, 34.780492629397344 31.88814837023592, 34.779832950785355 31.887764689139384, 34.77922067245592 31.888271181066965)))","['8a3f4dd9a14ffff', '8a3f4dd9a14ffff', '8a3f4dd9aab7fff', '8a3f4dd9ab87fff', '8a3f4dd9abaffff']","[511075, 511075, 512110, 511068, 512232]",['LRT'],Tel,"['Light-Blue_S', 'Turquoise_N', 'Turquoise_S,', 'L1-N', 'L1-S']","מועצה אזורית גן רווה, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,6503.6702092000005,171.5004672,2,0,0,0,0,0,12,0,0,POINT (34.778608391982594 31.888777676526423),0.0,0.0,6038.001214753043,752.7332321250063,10138.441923769557,3867.638595748757,899.0,חניון לילה,0,2,0,1,48.0,1,Local
953,948,"POLYGON ((34.76988983705205 31.88111991850817, 34.76923009218175 31.880736315437986, 34.768617819991626 31.881242810556493, 34.76866528990096 31.88213290190266, 34.76932503043778 31.882516510036186, 34.76993730539872 31.88201002176038, 34.76988983705205 31.88111991850817))",['8a3f4dd9a737fff'],[512162],['LRT'],Ashdod-ashkelon,"['Light-Blue_S', 'Turquoise_N', 'Turquoise_S']","410, מועצה אזורית גן רווה, נפת רחובות, מחוז המרכז, 7627603, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,3,0,0,POINT (34.769277563788854 31.881626412515256),0.0,0.0,0.0,0.0,9928.999330922185,2657.6987771006743,,,0,2,0,1,12.0,0,Not Hub
954,949,"POLYGON ((34.770747379931386 31.9212946699724, 34.770087816372715 31.92091085458127, 34.76947542771297 31.921417023020012, 34.76952259984792 31.922306999989807, 34.77018215906757 31.922690820426343, 34.77079455049131 31.922184658847865, 34.770747379931386 31.9212946699724))",['8a3f4dd9b30ffff'],[511275],['LRT'],Tel,"['LRT-L1', 'LRT-L2']","42, מועצה אזורית גן רווה, ראשון לציון, נפת רחובות, מחוז המרכז, 7680900, ישראל",תל אביב,טבעת,1939.22,500.72,1,0,0,0,0,0,2,0,0,POINT (34.770134990198926 31.92180083728568),0.0,0.0,541.7401589458855,410.3225089526132,7868.333346445111,2747.789334601611,,,0,2,0,1,8.0,0,Not Hub
955,950,"POLYGON ((34.764007621704906 31.902711071925257, 34.763395278027524 31.9032173590491, 34.76344259612098 31.90410733632488, 34.764102256322325 31.9044910383811, 34.76471460276721 31.90398475810875, 34.764667286243245 31.903094768928515, 34.764007621704906 31.902711071925257))","['8a3f4dd9b4f7fff', '8a3f4dd9b4f7fff']","[511276, 511276]",['LRT'],Tel,"['LRT-L1', 'LRT-L2']","42, מועצה אזורית גן רווה, נפת רחובות, מחוז המרכז, 7680900, ישראל",תל אביב,טבעת,1058.17,80.76000429999999,1,0,0,0,0,0,4,0,0,POINT (34.764054941492695 31.903601054933354),0.0,0.0,0.0,0.0,7235.441653644361,1235.1681097275584,117.0,מסוף קטן,0,2,0,1,16.0,2,Not Hub
956,951,"POLYGON ((34.81666993605514 31.883311117241114, 34.81601035590025 31.882927319854037, 34.815398141446515 31.883434038414922, 34.81544550438082 31.884324547512882, 34.81610508020602 31.884708349967156, 34.81671729742663 31.884201638256435, 34.81666993605514 31.883311117241114))",['8a3f4dd9c1b7fff'],[521003],['Metro'],Tel,"['Me1-1N', 'Me1-1S', 'Me1-2N', 'Me1-2S']","הרצל/שדרות יעקבי, הרצל, שעריים, עין גנים, רחובות, נפת רחובות, מחוז המרכז, 7646016, ישראל",תל אביב,טבעת,18370.4,1395.6999999999998,1,0,0,0,0,0,0,4,0,POINT (34.816057720530864 31.883817834689097),0.0,0.0,10847.85797300986,1110.1888928725066,39524.98117140434,15348.278776279882,,,0,2,0,1,20.0,0,Regional
957,952,"POLYGON ((34.81271564914411 31.893091246529103, 34.81205609930203 31.89270741368612, 34.8114438506829 31.893214031219344, 34.81149114914037 31.89410447474186, 34.81215069465104 31.89448831264721, 34.81276294603568 31.893981701967867, 34.81271564914411 31.893091246529103))",['8a3f4dd9c3b7fff'],[521004],['Metro'],Tel,"['Me1-1N', 'Me1-1S', 'Me1-2N', 'Me1-2S']","160, הרצל, שעריים, רחובות, נפת רחובות, מחוז המרכז, 7646016, ישראל",תל אביב,טבעת,38775.58,890.6700000000001,1,0,0,0,0,0,0,4,0,POINT (34.8121033994543 31.89359786294606),7665.777223998323,3747.493172230248,14687.61671324135,6443.024480833551,31504.74831693289,9581.857377958057,,,0,2,0,1,20.0,0,Regional
958,953,"POLYGON ((34.825007483991634 31.883847947341938, 34.82434793393539 31.883464114537045, 34.82373572942535 31.883970871743138, 34.823783072205494 31.884861454902744, 34.824442617932775 31.885245292775423, 34.82505482520891 31.88473854242092, 34.825007483991634 31.883847947341938))",['8a3f4dd9c987fff'],[525211],['LRT'],Tel,"['East-N', 'East-S']","אהוד דולינסקי, רמת אהרון, היובל, רחובות, נפת רחובות, מחוז המרכז, 7624012, ישראל",תל אביב,טבעת,12120.14,382.64,1,0,0,0,0,0,2,0,0,POINT (34.82439527841154 31.884354703434813),0.0,0.0,20218.67038842321,2712.4349770162,27319.62525921204,6732.441107031049,,,0,2,0,1,8.0,0,Not Hub
959,954,"POLYGON ((34.82062353221013 31.873529821904203, 34.81996392175447 31.87314606000659, 34.81935174150319 31.873652879586107, 34.81939916893936 31.874543454216923, 34.82005877506708 31.874927221186503, 34.82067095808654 31.874420408453485, 34.82062353221013 31.873529821904203))",['8a3f4dd9cdb7fff'],[161460],['BRT'],Tel,['RH-GY1'],"הרצל, רמת אהרון, חבצלת, רחובות, נפת רחובות, מחוז המרכז, 7646016, ישראל",תל אביב,טבעת,7769.58,7249.53,1,1,0,0,0,0,0,0,0,POINT (34.820011350888436 31.874036640374168),807.4947222643711,2829.6245720213783,3980.681527017994,618.1137158869891,27052.943227837703,5216.903750654894,,,0,2,0,1,3.0,0,Not Hub
960,955,"MULTIPOLYGON (((34.80508693921516 31.905909199768, 34.805134156380454 31.90679954700212, 34.80452185691145 31.90730601261839, 34.80456906487284 31.908196350473442, 34.80522857073294 31.908580234626463, 34.80584087296562 31.908073775869216, 34.80579366657451 31.907183426099774, 34.80640596393701 31.906676952907432, 34.80635874834158 31.905786593758783, 34.805699233813776 31.905402719717177, 34.80508693921516 31.905909199768)), ((34.802684944554066 31.908825365446443, 34.80273214488287 31.909715682007654, 34.80339165008477 31.910099566876646, 34.804003959292245 31.909593130130087, 34.80395676053424 31.90870280165494, 34.80329725099797 31.908318921840447, 34.802684944554066 31.908825365446443)), ((34.80471064880209 31.910867350346187, 34.80537014231703 31.911251248946833, 34.80598245218235 31.910744811485102, 34.805935265769506 31.909854468562294, 34.80527576792022 31.909470575015824, 34.804663460818105 31.90997701933776, 34.80471064880209 31.910867350346187)))","['8a3f4dd9d4a7fff', '8a3f4dd9d4affff', '8a3f4dd9d4affff', '8a3f4dd9d4d7fff', '8a3f4dd9d4d7fff', '8a3f4dd9d4e7fff']","[521006, 400350, 400350, 511035, 512111, 512161]","['Metro', 'Rail', 'Rail', 'LRT', 'Interurban Rail', 'Suburban Rail']",Tel,"['rail_12_1', 'rail_12_2', 'rail_19_1', 'rail_19_2,', 'Light-Blue_S', 'Turquoise_N', 'Turquoise_S,', 'rail_5_1', 'rail_5_2,', 'Me1-1N', 'Me1-1S', 'Me1-2N', 'Me1-2S,', 'Light-Blue_S', 'Turquoise_S,', 'L1-S']","הפקולטה לחקלאות של האוניברסיטה העברית, הרימון, נווה יהודה, רחובות, נפת רחובות, מחוז המרכז, 7628102, ישראל",תל אביב,טבעת,148735.32,109641.83,6,0,0,0,0,2,6,4,4,POINT (34.80489881626867 31.90838826196894),0.0,0.0,2331.23979539858,14005.925459091137,20751.213606534093,16356.389322137638,391.0,מסוף בינוני,0,2,0,4,106.60000000000001,2,National
961,956,"POLYGON ((34.80169623431561 31.914289719642117, 34.801036742118185 31.91390581961374, 34.800424416205665 31.914412205480254, 34.80047157972777 31.91530248451376, 34.80113106758986 31.915686389593848, 34.80174339626519 31.91518001058886, 34.80169623431561 31.914289719642117))",['8a3f4dd9d6b7fff'],[521042],['Metro'],Tel,"['Me1-1N', 'Me1-1S', 'Me1-2N', 'Me1-2S']","ויצמן, גבעת נוף, נס ציונה, נפת רחובות, מחוז המרכז, 7670620, ישראל",תל אביב,טבעת,16187.75,1.0981520000000002,1,0,0,0,0,0,0,4,0,POINT (34.80108390733196 31.91479610438511),0.0,0.0,0.0,6500.502758891389,18771.26849979847,26784.59432841003,,,0,2,0,1,20.0,0,Regional
962,957,"POLYGON ((34.91420559519029 31.902991222803944, 34.91359345895875 31.90349828362732, 34.91364048272964 31.904389624160366, 34.91429964116419 31.904773915810818, 34.91491178015176 31.904266861860084, 34.91486475794875 31.903375509386066, 34.91420559519029 31.902991222803944))","['8a3f4dda026ffff', '8a3f4dda026ffff']","[400012, 400012]","['Rail', 'Interurban Rail', 'Suburban Rail']",National,"['rail_19_1', 'rail_19_2', 'rail_20_1', 'rail_20_2,', 'rail_21_1', 'rail_21_2']","431, מועצה אזורית גזר, נפת רמלה, מחוז המרכז, 7135265, ישראל",תל אביב,טבעת,20358.61,20314.01,2,0,0,0,0,2,0,0,4,POINT (34.91425262065201 31.903882569088008),0.0,0.0,0.0,0.0,718.7101978902865,1468.847132819763,10036.0,מסוף קטן,0,2,0,2,41.800000000000004,2,Regional
963,958,"POLYGON ((34.88490091411527 31.965370443528847, 34.88424192695688 31.964985952011222, 34.8836295666229 31.96549234584759, 34.883676190699425 31.966383224306394, 34.88433517352261 31.96676772086137, 34.88494753660446 31.966261333920357, 34.88490091411527 31.965370443528847))",['8a3f4dda82affff'],[515069],['BRT'],Tel,"['BRT1-1', 'BRT1-2']","LodBoard, פורצי מסך הברזל, גני אביב, שניר, לוד, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,4.890001991,1.991e-06,1,2,0,0,0,0,0,0,0,POINT (34.88428855271494 31.96587683622256),0.0,0.0,6767.596542926309,2866.8780665524328,16834.598084479745,19255.86481787541,,,0,2,0,1,6.0,0,Not Hub
964,959,"POLYGON ((34.89724097365869 31.957023081988382, 34.89662865483781 31.95752960882586, 34.896675312317264 31.958420629927417, 34.89733428703289 31.958805136127342, 34.897380933706174 31.95969615973208, 34.89803990036345 31.960080675329046, 34.89865222468051 31.959574162279676, 34.898605579592335 31.958683126738762, 34.89794660860199 31.95829861618361, 34.89789995270724 31.957407583146015, 34.89724097365869 31.957023081988382))","['8a3f4dda8857fff', '8a3f4dda88e7fff', '8a3f4dda88e7fff']","[515801, 521078, 521078]","['BRT', 'LRT']",Tel,"['Yelw-N', 'Yelw-S,', 'BRT1-1', 'BRT1-2', 'BRT2-1', 'BRT2-2,', 'East-N', 'East-S']","מבצע יונתן, רמת אשכול, לוד, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,29674.84,15638.839,3,6,0,0,0,0,2,0,0,POINT (34.89764044432701 31.958551876176596),0.0,0.0,23745.674545194477,24170.13142071303,18330.58772689268,5597.625574425332,,,0,2,0,2,28.6,0,Local
965,960,"MULTIPOLYGON (((34.89992350978836 31.959452161601998, 34.89931118761204 31.959958682232227, 34.89935782189335 31.960849720275544, 34.9000167767655 31.961234249625182, 34.90062910168942 31.96072773589016, 34.90058246899355 31.959836685910137, 34.89992350978836 31.959452161601998)), ((34.899451070427425 31.96263178942878, 34.89879211988856 31.962247255038356, 34.898179787936115 31.96275374671665, 34.89822640377527 31.96364476588932, 34.89888534998062 31.964029305319873, 34.89949768468031 31.963522820537797, 34.900156627159106 31.963907364324605, 34.90076895971845 31.963400871962303, 34.90072234705182 31.96250982891665, 34.90006340023962 31.96212529017012, 34.899451070427425 31.96263178942878)))","['8a3f4dda8867fff', '8a3f4dda8b37fff', '8a3f4ddad49ffff']","[515078, 525088, 515070]","['BRT', 'LRT']",Tel,"['East-S,', 'BRT1-1', 'BRT1-2', 'BRT2-1', 'BRT2-2']","בנק מזרחי טפחות, אבא הלל סילבר, רמת אשכול, לוד, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,6550.660000000001,796.0725,2,8,0,0,0,0,1,0,0,POINT (34.89963963709553 31.96216592548438),0.0,0.0,15656.844664660224,14732.001556472163,17357.371039187932,11441.621644783729,,,0,2,0,2,30.800000000000004,0,Local
966,961,"POLYGON ((34.89578295886863 31.95358102378269, 34.89512395564885 31.953196550819047, 34.89451164507425 31.953703098333797, 34.89455833497043 31.954594111920578, 34.895217333857616 31.954978589927983, 34.89582964718123 31.954472049305004, 34.89578295886863 31.95358102378269))",['8a3f4dda889ffff'],[515802],['BRT'],Tel,"['BRT1-1', 'BRT1-2', 'BRT2-1', 'BRT2-2']","בורוכוב, רמת אלישיב, לוד, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,430.53,3.738e-05,1,4,0,0,0,0,0,0,0,POINT (34.89517064722819 31.954087570158727),0.0,0.0,28971.414362900847,15287.933102283168,17480.199156910956,15171.963351278184,,,0,2,0,1,12.0,0,Not Hub
967,962,"POLYGON ((34.89314122151093 31.964132515058427, 34.89252887611905 31.96463896194263, 34.892575489085445 31.965529923937105, 34.893234445856734 31.965914450982137, 34.89384679399592 31.965408010994192, 34.893800182616474 31.96451703706479, 34.89314122151093 31.964132515058427))","['8a3f4dda8aaffff', '8a3f4dda8aaffff']","[515019, 521079]",['BRT'],Tel,"['Yelw-N', 'Yelw-S,', 'BRT1-1', 'BRT1-2']","עשרת הרוגי מלכות, רמת אלישיב, לוד, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,12631.1,2423.4200012,2,4,0,0,0,0,0,0,0,POINT (34.89318783615876 31.965023482806494),0.0,0.0,8699.387540330334,12312.152594467196,22808.07076666061,14730.716052205624,,,0,2,0,1,12.0,0,Local
968,963,"POLYGON ((34.89493711912237 31.949632444917857, 34.89427809545921 31.949247995796828, 34.89366579527349 31.94975457156481, 34.89371251600119 31.950645589564036, 34.894371535332226 31.951030043730565, 34.89498383826771 31.950523474852506, 34.89493711912237 31.949632444917857))",['8a3f4dda8c77fff'],[515081],['BRT'],Tel,"['BRT1-1', 'BRT1-2', 'BRT2-1', 'BRT2-2']","גבעת הזיתים, לוד, נפת רמלה, מחוז המרכז, 7135287, ישראל",תל אביב,טבעת,431.38,42.53769,1,4,0,0,0,0,0,0,0,POINT (34.89432481787074 31.950139019548534),0.0,0.0,17272.33367164494,11239.0364686624,26719.921354076705,13916.534813649663,,,0,2,0,1,12.0,0,Not Hub
969,964,"MULTIPOLYGON (((34.88947774445877 31.942992991613412, 34.888865455886126 31.943499594238844, 34.888912232213265 31.94439058774769, 34.8895712955326 31.94477499056532, 34.89018358685645 31.944268394826473, 34.89013681210979 31.943377389383247, 34.88947774445877 31.942992991613412)), ((34.89084264645559 31.94465280199629, 34.89088941039907 31.945543809952447, 34.89154846194573 31.945928226522064, 34.89216075388056 31.945421630088195, 34.892113991517895 31.944530610197205, 34.891454935639565 31.94414619867508, 34.89084264645559 31.94465280199629)))","['8a3f4dda8c87fff', '8a3f4dda8c87fff', '8a3f4ddae26ffff']","[521043, 521043, 515038]","['BRT', 'LRT']",Tel,"['Yelw-N', 'Yelw-S,', 'BRT1-1', 'BRT1-2', 'BRT2-1', 'BRT2-2,', 'East-N', 'East-S']","שדרות ירושלים, לוד הצעירה, לוד, נפת רמלה, מחוז המרכז, 7135287, ישראל",תל אביב,טבעת,42133.33,13994.79002182,3,6,0,0,0,0,2,0,0,POINT (34.890513114604154 31.94446060322341),6866.478526229101,3705.2062976692314,13843.422738044304,4399.03184253666,21714.90885406757,15277.387964456677,,,0,2,0,2,28.6,0,Local
970,965,"MULTIPOLYGON (((34.86702018537756 31.929035355448818, 34.86640790635461 31.929541957252653, 34.86645482962931 31.930432789302483, 34.86711403035048 31.930817031477407, 34.867726312128674 31.930310436550936, 34.86767939043044 31.929419592572014, 34.86702018537756 31.929035355448818)), ((34.86447720397202 31.929280090271394, 34.86386492068733 31.92978667691273, 34.863911847115055 31.93067748510532, 34.86457105525093 31.931061718584846, 34.865183341291 31.93055513882058, 34.86513641643984 31.929664318699523, 34.86447720397202 31.929280090271394)))","['8a3f4ddaa437fff', '8a3f4ddaa4affff']","[515041, 521041]",['BRT'],Tel,"['Yelw-N', 'Yelw-S,', 'BRT2-1', 'BRT2-2']","שדרות ויצמן, בן גוריון, רמלה, נפת רמלה, מחוז המרכז, 7135275, ישראל",תל אביב,טבעת,8651.609999999999,1899.97,2,4,0,0,0,0,0,0,0,POINT (34.86579563229913 31.930048547661762),8522.56437143459,1632.4079909001998,0.0,0.0,35789.130531955125,9138.493017247534,,,0,2,0,1,12.0,0,Local
971,966,"POLYGON ((34.86739540516464 31.936162004460876, 34.866736229188604 31.93577773338848, 34.866123929999404 31.936284278057595, 34.86617080403213 31.937175086919073, 34.866829975675515 31.937559363040155, 34.867442277618835 31.937052825251268, 34.86739540516464 31.936162004460876))",['8a3f4ddaa46ffff'],[515114],['BRT'],Tel,"['BRT1-1', 'BRT1-2']","מבצע קדש, נווה דוד, רמלה, נפת רמלה, מחוז המרכז, 7031011, ישראל",תל אביב,טבעת,600.05,128.43,1,2,0,0,0,0,0,0,0,POINT (34.86678310490797 31.936668547997833),0.0,0.0,22338.4410666932,3717.332914364904,14761.520833786886,6690.060322635893,,,0,2,0,1,6.0,0,Not Hub
972,967,"POLYGON ((34.87036307668152 31.93184745013714, 34.8697038914183 31.931463189866744, 34.86909160901712 31.931969785496563, 34.869138509124554 31.932860634518164, 34.869797690056 31.933244899839465, 34.87040997521181 31.93273831108843, 34.87036307668152 31.93184745013714))",['8a3f4ddaa577fff'],[515060],['BRT'],Tel,"['BRT1-1', 'BRT1-2']","ההגנה, רמלה, נפת רמלה, מחוז המרכז, 7135275, ישראל",תל אביב,טבעת,117.07,106.34,1,2,0,0,0,0,0,0,0,POINT (34.869750793212994 31.932354044636245),0.0,0.0,14887.403771791587,2339.055487349068,27380.181896003174,11248.186030314757,,,0,2,0,1,6.0,0,Not Hub
973,968,"POLYGON ((34.867536002514846 31.938834459936665, 34.86687683891298 31.938450174418428, 34.866264532086014 31.938956697746644, 34.866311386107284 31.93984749971189, 34.86697054537615 31.940231790277657, 34.86758285495676 31.939725273830852, 34.867536002514846 31.938834459936665))",['8a3f4ddaa727fff'],[515061],['BRT'],Tel,"['BRT1-1', 'BRT1-2']","גאולה כהן, נווה דוד, רמלה, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,83.62,71.09,1,2,0,0,0,0,0,0,0,POINT (34.86692369462044 31.939340982131807),0.0,0.0,12685.960882929878,1905.8973045743835,24243.607208187917,7944.323112619496,,,0,2,0,1,6.0,0,Not Hub
974,969,"POLYGON ((34.88194665559412 31.933419184500384, 34.88128751611725 31.93303487063788, 34.880675245287186 31.93354151316585, 34.88072211118058 31.934432462675485, 34.88138124632649 31.934816781589447, 34.88199351990998 31.934310145942526, 34.88194665559412 31.933419184500384))",['8a3f4ddaa9b7fff'],[515083],['BRT'],Tel,"['BRT1-1', 'BRT1-2', 'BRT2-1', 'BRT2-2']","בית סוהר איילון, היצירה, נאות בגין, רמלה, נפת רמלה, מחוז המרכז, 7135275, ישראל",תל אביב,טבעת,894.66,37.59,1,4,0,0,0,0,0,0,0,POINT (34.88133438369735 31.93392582589696),943.1333258953388,3969.951578393965,5218.493231905782,564.5252377439615,27306.58373885481,8806.613190346014,,,0,2,0,1,12.0,0,Not Hub
975,970,"POLYGON ((34.876904245572504 31.946887575324396, 34.876291928000725 31.947394080786133, 34.87633870011928 31.948284948059033, 34.87699778822775 31.948669321801248, 34.87761010855098 31.94816282322599, 34.87756333801427 31.947271944021843, 34.876904245572504 31.946887575324396))","['8a3f4ddaaa37fff', '8a3f4ddaaa37fff']","[400320, 400320]","['Rail', 'Interurban Rail', 'Suburban Rail']",National,"['rail_3_1', 'rail_3_2', 'rail_4_1', 'rail_4_2', 'rail_5_1', 'rail_5_2,', 'rail_12_1', 'rail_12_2', 'rail_15_1', 'rail_15_2', 'rail_16_1', 'rail_16_2\\n', 'rail_17_1', 'rail_17_2']","לוד, יוספטל, הרכבת, שניר, לוד, נפת רמלה, מחוז המרכז, 7147308, ישראל",תל אביב,טבעת,45254.78999999999,43149.94,2,0,0,0,0,6,0,0,8,POINT (34.87695101937565 31.947778448347393),0.0,0.0,15203.243241926451,5023.740590919901,23957.567408922816,13500.666346010506,896.0,מסוף קטן,0,2,0,2,99.00000000000001,2,Regional
