,group,geometry,h3_index,node,Mode_Planned,Model,Line_Unique,address,area,location,TotalDemand,TotalTransfers,Total_Unique_Lines,BRT Lines,Cable Line Lines,Funicular Lines,HighSpeed Rail Lines,Interurban Rail Lines,LRT Lines,Metro Lines,Suburban Rail Lines,centroid,pop_0_500,emp_0_500,pop_500_1000,emp_500_1000,pop_1000_1500,emp_1000_1500,id,term_type,Region_category,Location_category,RegionLocation,Num_Modes,score,bus_terminal,HubType
246,246,"POLYGON ((34.69279641946162 31.779468682376674, 34.69218434134673 31.779975615837895, 34.69223270484311 31.78086531929687, 34.69289314492218 31.781248101183273, 34.69350522583066 31.780741174510165, 34.693456863866466 31.779851459162344, 34.69279641946162 31.779468682376674))","['8a3f4c3434dffff', '8a3f4c3434dffff']","[265017, 525470]",['BRT'],Tel,"['RH-GY2,', 'RH-GY1']","גן יבנה, נפת רחובות, מחוז המרכז, 7757403, ישראל",תל אביב,טבעת,1620.35,1299.73,2,2,0,0,0,0,0,0,0,POINT (34.692844784673824 31.78035839154864),0.0,0.0,0.0,0.0,9725.895630252387,3174.1771241164747,,,0,2,0,1,6.0,0,Not Hub
247,247,"POLYGON ((34.69664471612147 31.85063848452593, 34.69598459522273 31.850255326073558, 34.6953723134232 31.850761694412117, 34.695420149740855 31.851651214383963, 34.69608026630405 31.852034377905746, 34.69669255088514 31.851528016386457, 34.69664471612147 31.85063848452593))",['8a3f4c348337fff'],[511081],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","כוכב הים, בתי הזיקוק אשדוד, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,4,0,0,POINT (34.69603243324478 31.851144851764825),0.0,0.0,0.0,0.0,353.23021145992084,3770.5927265060377,,,0,2,0,1,16.0,0,Not Hub
248,248,"POLYGON ((34.70300664431485 31.850022386337137, 34.70234654151948 31.849639206287673, 34.701734270053365 31.85014561247638, 34.70178209860152 31.851035191894834, 34.702442197062005 31.85141837701468, 34.70305447130926 31.850911977645875, 34.70300664431485 31.850022386337137))",['8a3f4c348baffff'],[511080],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","4102, בתי הזיקוק אשדוד, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,1968.08,103.2,1,0,0,0,0,0,4,0,0,POINT (34.70239437177195 31.85052879142631),0.0,0.0,0.0,2302.6342238487928,1431.2865567434574,434.436226830078,742.0,חניון לילה,0,2,0,1,16.0,1,Local
249,249,"POLYGON ((34.67329820085445 31.832783807710452, 34.6726379246092 31.83240083326278, 34.672025663957655 31.832907228110297, 34.672073676765066 31.83379659059738, 34.67273394867529 31.834179570120046, 34.6733462121131 31.833673182080833, 34.67329820085445 31.832783807710452))",['8a3f4c34a39ffff'],[511084],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","המדע, אזור תעשייה צפוני, קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,4,0,0,POINT (34.6726859391244 31.833290201464884),0.0,0.0,0.0,0.0,4255.697233971367,5541.233808444018,,,0,2,0,1,16.0,0,Not Hub
250,250,"POLYGON ((34.671448992697556 31.822234703643073, 34.67078866375145 31.821851791381885, 34.67017643157362 31.822358263383784, 34.670224525553685 31.823247640843604, 34.67088485016608 31.823630558184313, 34.67149708513214 31.823124092985886, 34.671448992697556 31.822234703643073))",['8a3f4c34a45ffff'],[525480],['BRT'],Tel,['RH-GY1'],"בני ברית, קריית חלוצים, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,39.45,39.45,1,1,0,0,0,0,0,0,0,POINT (34.67083675944106 31.822741174555603),0.0,0.0,0.0,0.0,8953.153474766596,7704.155154652028,,,0,2,0,1,3.0,0,Not Hub
251,251,"POLYGON ((34.67036876768084 31.82591575980738, 34.66975652302235 31.82642219625656, 34.66980458791622 31.827311557711194, 34.6704648959218 31.827694494599296, 34.670512950089275 31.828583858638808, 34.67117325015564 31.82896680491714, 34.671785500389 31.828460382078994, 34.671737447768685 31.82757100615649, 34.67107714336786 31.827188064955305, 34.67102908002076 31.826298691617847, 34.67036876768084 31.82591575980738))","['8a3f4c34a70ffff', '8a3f4c34a71ffff']","[511046, 525481]","['LRT', 'BRT']",Tel,"['RH-GY1,', 'L1-N', 'L1-S', 'L2-N', 'L2-S']","41, קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,19749.6869,19705.59,2,1,0,0,0,0,4,0,0,POINT (34.67077101623531 31.827441279893467),0.0,0.0,0.0,0.0,6901.947056917658,6746.202173148927,,,0,2,0,2,20.900000000000002,0,Local
252,252,"POLYGON ((34.683898462070744 31.82773193589866, 34.683238198083295 31.82734894648288, 34.68262596639707 31.827855437457394, 34.68267399591194 31.828744911040342, 34.683334255565995 31.829127905534484, 34.683946490038586 31.828621421367522, 34.683898462070744 31.82773193589866))",['8a3f4c34a8c7fff'],[525482],['BRT'],Tel,['RH-GY1'],"ניר וגל, ניר גלים, מועצה אזורית חבל יבנה, נפת רחובות, מחוז המרכז, 9275000, ישראל",תל אביב,טבעת,365.02,259.21,1,1,0,0,0,0,0,0,0,POINT (34.683286229306546 31.82823842578172),0.0,0.0,0.0,0.0,4386.903803528207,4436.719742390239,,,0,2,0,1,3.0,0,Not Hub
253,253,"POLYGON ((34.68093330323879 31.83204321695032, 34.68027304864214 31.83166021661626, 34.67966080034713 31.83216665688255, 34.67970880386293 31.833056090674052, 34.6803690541253 31.833439096084227, 34.68098130520617 31.832932662626973, 34.68093330323879 31.83204321695032))",['8a3f4c34aab7fff'],[511083],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","המדע, אזור תעשייה צפוני, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,4485.48,0.000245446,1,0,0,0,0,0,4,0,0,POINT (34.680321053865676 31.832549656123675),0.0,0.0,0.0,1846.120467653636,3739.26530501814,2997.7038718296008,,,0,2,0,1,16.0,0,Local
254,254,"POLYGON ((34.685459011018864 31.83294538162235, 34.68479877520021 31.83256235895202, 34.68418653030651 31.833068815121248, 34.68423451844613 31.83395828715092, 34.684894749930784 31.83434131489741, 34.68550699760984 31.833834865538257, 34.685459011018864 31.83294538162235))",['8a3f4c34ab17fff'],[511045],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","הקיטור, אזור תעשייה צפוני, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,49.5904115,0.0004119428,1,0,0,0,0,0,4,0,0,POINT (34.68484676504732 31.833451836698238),0.0,0.0,0.0,2163.928448449103,2462.23948445224,1708.7157853011015,,,0,2,0,1,16.0,0,Not Hub
255,255,"POLYGON ((34.68518251481124 31.839678128922973, 34.68452230788919 31.8392950722461, 34.68391004288308 31.839801471648396, 34.68395798201471 31.840690920914778, 34.684618184601746 31.841073982664778, 34.68523045239212 31.840567590075437, 34.68518251481124 31.839678128922973))",['8a3f4c34ab4ffff'],[511082],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","הנפט, בתי הזיקוק אשדוד, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,2077.67,0.000648815,1,0,0,0,0,0,4,0,0,POINT (34.68457024872727 31.840184527229578),0.0,0.0,0.0,0.0,836.05641834742,4349.845850944446,,,0,2,0,1,16.0,0,Local
256,256,"POLYGON ((34.68448487439707 31.850474714616226, 34.68382471299941 31.850091604419465, 34.68321241542265 31.85059791145908, 34.68326027646105 31.8514873218781, 34.683920433522125 31.851870437143074, 34.68453273388139 31.851364136921, 34.68448487439707 31.850474714616226))",['8a3f4c34b987fff'],[511044],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,0.0,0.0,1,0,0,0,0,0,4,0,0,POINT (34.683872575742505 31.8509810205564),0.0,0.0,0.0,0.0,78.19142907613453,4134.162948108702,,,0,2,0,1,16.0,0,Not Hub
257,257,"POLYGON ((34.70809608443777 31.84952944926909, 34.70743599613572 31.849146251940308, 34.70682373294797 31.849652688413048, 34.70687155528141 31.850542315394385, 34.7075316392491 31.85092551779429, 34.70814390521766 31.85041908814193, 34.70809608443777 31.84952944926909))",['8a3f4c34d487fff'],[511079],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","4102, בתי הזיקוק אשדוד, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,19.4782315,0.5162317538000001,1,0,0,0,0,0,4,0,0,POINT (34.707483820173465 31.850035884642395),0.0,0.0,0.0,0.0,3200.716265487874,2496.588782001082,,,0,2,0,1,16.0,0,Not Hub
258,258,"POLYGON ((34.71389331382921 31.850309370621034, 34.7132332479909 31.849926146618987, 34.71262099031122 31.850432606558382, 34.712668795689616 31.851322283678478, 34.71332885719396 31.851705512751874, 34.71394111765388 31.851199059634006, 34.71389331382921 31.850309370621034))",['8a3f4c34d507fff'],[511043],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","דרך צבי גוב-ארי, מועצה אזורית חבל יבנה, נפת רחובות, מחוז המרכז, 9275000, ישראל",תל אביב,טבעת,59.8900223,41.2000223,1,0,0,0,0,0,4,0,0,POINT (34.71328105507331 31.850815829460615),0.0,0.0,0.0,0.0,3697.1726844515615,1987.5950242801189,,,0,2,0,1,16.0,0,Not Hub
259,259,"POLYGON ((34.718418096323944 31.851212614349784, 34.71775804933319 31.850829367992283, 34.71714579509695 31.851335843827385, 34.717193585071705 31.852225559197553, 34.717853627728715 31.852608810626435, 34.718465884744724 31.852102341613932, 34.718418096323944 31.851212614349784))",['8a3f4c34dc1ffff'],[511078],['LRT'],Tel,"['L1-N', 'L1-S', 'L2-N', 'L2-S']","דרך צבי גוב-ארי, מועצה אזורית חבל יבנה, נפת רחובות, מחוז המרכז, 9275000, ישראל",תל אביב,טבעת,30.2602007,25.8002007892,1,0,0,0,0,0,4,0,0,POINT (34.71780584101171 31.851719089084643),0.0,0.0,0.0,0.0,5088.919038746364,1752.7699252955022,,,0,2,0,1,16.0,0,Not Hub
260,260,"POLYGON ((34.69676712404749 31.829165547443026, 34.69610690847946 31.828782500405417, 34.69549468982143 31.82928904591604, 34.69554268394635 31.830178631654466, 34.6962028951819 31.830561683771087, 34.69681511662502 31.830055145070475, 34.69676712404749 31.829165547443026))",['8a3f4c34e267fff'],[525483],['BRT'],Tel,['RH-GY1'],"41, מועצה אזורית חבל יבנה, נפת רחובות, מחוז המרכז, 9275000, ישראל",תל אביב,טבעת,262.12,6.7e-05,1,1,0,0,0,0,0,0,0,POINT (34.69615490431219 31.829672091861458),0.0,0.0,0.0,0.0,2632.895690119169,2936.068526386767,,,0,2,0,1,3.0,0,Not Hub
261,261,"POLYGON ((34.7066583723009 31.822839238841066, 34.70599816112178 31.822456186235822, 34.705385974332245 31.82296283472989, 34.70543399593646 31.823852529020765, 34.706094202784875 31.824235586708884, 34.7067063923598 31.82372894502343, 34.7066583723009 31.822839238841066))",['8a3f4c34eb1ffff'],[525484],['BRT'],Tel,['RH-GY1'],"41, מועצה אזורית חבל יבנה, נפת רחובות, מחוז המרכז, 9275000, ישראל",תל אביב,טבעת,1598.799,1555.946,1,1,0,0,0,0,0,0,0,POINT (34.70604618443459 31.823345886245008),0.0,0.0,0.0,0.0,3242.3046472782244,1492.322966093508,,,0,2,0,1,3.0,0,Not Hub
262,262,"MULTIPOLYGON (((34.661206196040474 31.774949530218603, 34.66125465604836 31.77583896837016, 34.66191521936648 31.77622160341324, 34.661963668654465 31.777111044185872, 34.66262422404913 31.777493688631797, 34.66323633448375 31.776986887206025, 34.66318788672709 31.776097434551854, 34.66252732700452 31.775714795205165, 34.66247886852757 31.774825345172182, 34.66181830088168 31.774442715228872, 34.661206196040474 31.774949530218603)), ((34.66333321008758 31.778765785873183, 34.663381637934826 31.77965523188531, 34.66404217748087 31.780037895136278, 34.6646542935078 31.779531107277087, 34.66460586719265 31.77864164938307, 34.66394532331848 31.77825899123036, 34.66333321008758 31.778765785873183)), ((34.66078787889635 31.779014049033346, 34.6608363098079 31.77990347128265, 34.66149685654609 31.780286125925063, 34.662108976701084 31.779779353220444, 34.66206054732174 31.778889919089877, 34.66139999625516 31.77850726954539, 34.66078787889635 31.779014049033346)))","['8a3f4c358117fff', '8a3f4c35818ffff', '8a3f4c3581b7fff', '8a3f4c358ccffff']","[511049, 512132, 512185, 511109]",['LRT'],Tel,"['L2-N', 'L2-S,', 'L1-N', 'L1-S,', 'Orange_N', 'Orange_S', 'RedN', 'RedS']","שדרות משה סנה, רובע ט', אשדוד, נפת אשקלון, מחוז הדרום, 7757403, ישראל",תל אביב,טבעת,25276.5,8746.126,3,0,0,0,0,0,12,0,0,POINT (34.662471183936844 31.7776203709295),4918.780570801597,5194.753482646119,7317.546104809303,1272.869529386676,34377.37405436256,8450.648542753124,,,0,2,0,1,48.0,0,Local
263,263,"POLYGON ((34.65682449333958 31.776718246118268, 34.65616391564513 31.776335628288656, 34.655551797692915 31.776842398610007, 34.65560025463821 31.77773177997948, 34.65626082800414 31.778114402907413, 34.65687294875329 31.777607639367748, 34.65682449333958 31.776718246118268))",['8a3f4c358447fff'],[511108],['LRT'],Tel,"['L2-N', 'L2-S']","קריית פרס, אשדוד, נפת אשקלון, מחוז הדרום, 7757403, ישראל",תל אביב,טבעת,268.8203212,0.0003224,1,0,0,0,0,0,2,0,0,POINT (34.656212374307636 31.77722501536633),5744.623570805872,6066.931197963879,11516.999411502513,2213.3704865687805,37768.20338206187,8826.215405067565,,,0,2,0,1,8.0,0,Not Hub
264,264,"POLYGON ((34.65207276830531 31.78344021006273, 34.651460624012856 31.783946901015902, 34.651509036565635 31.784836224195367, 34.65216959187704 31.785218868300447, 34.65278173896561 31.78471218413147, 34.652733327946606 31.78382284907306, 34.65207276830531 31.78344021006273))","['8a3f4c35860ffff', '8a3f4c35860ffff']","[511071, 512190]",['LRT'],Tel,"['L1-N', 'L1-S,', 'Orange_N', 'Orange_S', 'RedN', 'RedS']","הסייפן, רובע ח', אשדוד, נפת אשקלון, מחוז הדרום, 7757326, ישראל",תל אביב,טבעת,9981.62,44.100086,2,0,0,0,0,0,6,0,0,POINT (34.65212118257427 31.78432953895052),13958.364638772247,2520.7213568218867,16379.381750169598,7429.133323806334,58074.24391958517,17069.63668129781,,,0,2,0,1,24.0,0,Local
265,265,"POLYGON ((34.65645457310265 31.781671925575697, 34.65584243984242 31.782178653614203, 34.65589085697908 31.783068021695684, 34.65655140584272 31.783450673618503, 34.657163541899 31.78294395236407, 34.65711512629557 31.782054572402544, 34.65645457310265 31.781671925575697))","['8a3f4c35872ffff', '8a3f4c35872ffff']","[511094, 512147]",['LRT'],Tel,"['L1-N', 'L1-S,', 'Orange_N', 'Orange_S', 'RedN', 'RedS']","יבנאל, רובע ט׳, אשדוד, נפת אשקלון, מחוז הדרום, 7757403, ישראל",תל אביב,טבעת,2383.2,190.5103918,2,0,0,0,0,0,6,0,0,POINT (34.65650299195566 31.78256129936589),0.0,0.0,27621.148601200468,9345.86811440749,56376.75158270726,16296.804827317665,,,0,2,0,1,24.0,0,Local
266,266,"POLYGON ((34.653715429999174 31.778362665704734, 34.65305484944889 31.777980051383352, 34.6524427225187 31.778486792193966, 34.65249117334188 31.779376140544166, 34.653151749563136 31.77975875996281, 34.65376387929023 31.779252025934163, 34.653715429999174 31.778362665704734))",['8a3f4c358787fff'],[511058],['LRT'],Tel,"['L2-N', 'L2-S']","קריית פרס, אשדוד, נפת אשקלון, מחוז הדרום, 7757403, ישראל",תל אביב,טבעת,606.7,523.5,1,0,0,0,0,0,2,0,0,POINT (34.65310330198909 31.77886940544151),3575.7662628021485,3776.388065994336,12830.57079653774,2351.522535319327,48238.74000540493,13041.252878998064,,,0,2,0,1,8.0,0,Not Hub
267,267,"POLYGON ((34.665587830558984 31.773180644473836, 34.664927265777806 31.77279801102443, 34.66431516992949 31.77330485553054, 34.664363636065445 31.774194326704887, 34.6650241965194 31.774576965255108, 34.665072651934636 31.775466439051833, 34.66573320446431 31.77584908700597, 34.66634530590612 31.775342256063226, 34.66629685202163 31.77445277038417, 34.6669089486002 31.77394592508065, 34.666860485524936 31.77305643014165, 34.66619992434077 31.7726737923888, 34.665587830558984 31.773180644473836))","['8a3f4c358c0ffff', '8a3f4c358c2ffff', '8a3f4c358c2ffff', '8a3f4c358c77fff', '8a3f4c358c77fff']","[511059, 400380, 400380, 511050, 512134]","['LRT', 'Rail', 'Interurban Rail', 'Suburban Rail']",Tel,"['rail_5_1', 'rail_5_2,', 'rail_11_1', 'rail_11_2', 'rail_12_1', 'rail_12_2', 'rail_19_1', 'rail_19_2\\n', 'rail_20_1', 'rail_20_2,', 'L2-N,', 'L1-N,', 'Orange_N', 'Orange_S', 'RedN', 'RedS']","אשדוד, נפת אשקלון, מחוז הדרום, 7757403, ישראל",תל אביב,טבעת,30260.870000000003,26483.99,5,0,0,0,0,2,6,0,8,POINT (34.6656362939525 31.774070123003742),0.0,0.0,3448.2771374171984,3641.746040687432,15432.767851298766,3418.4801640570126,1153.0,מסוף בינוני,0,2,0,3,103.2,2,Regional
268,268,"MULTIPOLYGON (((34.651637451669416 31.810749322714308, 34.65168566677142 31.8116385673294, 34.652346103108336 31.812021351961214, 34.65295832867691 31.811514886895345, 34.65291011511696 31.81062563040159, 34.65224967444636 31.81024285085255, 34.651637451669416 31.810749322714308)), ((34.65361876141924 31.811897675835993, 34.653666964259166 31.81278693492497, 34.65432738907264 31.813169733256995, 34.654939615379845 31.812663267417733, 34.654891414082314 31.81177399644962, 34.65423098493517 31.81139120320009, 34.65361876141924 31.811897675835993)), ((34.6550841794753 31.815331066940388, 34.655744588429314 31.815713884054517, 34.65635682031821 31.81520743181051, 34.656308640462406 31.814318155654227, 34.65564822717448 31.813935343621587, 34.6550359980763 31.814441802663534, 34.6550841794753 31.815331066940388)))","['8a3f4c3590dffff', '8a3f4c3593b7fff', '8a3f4c3593b7fff', '8a3f4c35970ffff', '8a3f4c35970ffff']","[511070, 511088, 512121, 511089, 512122]",['LRT'],Tel,"['RedN', 'RedS,', 'L1-N', 'L1-S', 'L2-N', 'L2-S']","דוד בן גוריון, רובע ב', קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 7750502, ישראל",תל אביב,טבעת,15890.89043,293.7304472,2,0,0,0,0,0,16,0,0,POINT (34.65409116401854 31.81274572664868),0.0,0.0,6431.938422026501,2737.8456965080754,32317.890786274555,13831.400126682622,,,0,2,0,1,64.0,0,Local
269,269,"POLYGON ((34.6611099720729 31.80848754611595, 34.66044954864683 31.808104745798346, 34.659837343042575 31.808611277451753, 34.659885558073064 31.809500602626922, 34.660545977166464 31.8098834080291, 34.66115818556206 31.809376883171755, 34.6611099720729 31.80848754611595))",['8a3f4c35911ffff'],[525475],['BRT'],Tel,['RH-GY1'],"שדרות דוד בן גוריון, רובע ב', קריית חלוצים, אשדוד, נפת אשקלון, מחוז הדרום, 7750502, ישראל",תל אביב,טבעת,329.61,46.99,1,1,0,0,0,0,0,0,0,POINT (34.66049776538933 31.80899407668494),0.0,0.0,6449.175282191131,2745.1828101939645,35321.237157722084,14101.61342624952,,,0,2,0,1,3.0,0,Not Hub
270,270,"POLYGON ((34.66125459263731 31.81115555059673, 34.660594181474956 31.81077273580128, 34.65998196823182 31.811279246290557, 34.66003016336017 31.81216856477823, 34.660690570189495 31.8125513846571, 34.66130278622349 31.812044880965065, 34.66125459263731 31.81115555059673))",['8a3f4c359157fff'],[525476],['BRT'],Tel,['RH-GY1'],"האורגים, רובע ב', קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 7750502, ישראל",תל אביב,טבעת,168.99,135.259,1,1,0,0,0,0,0,0,0,POINT (34.66064237831488 31.811662060000646),0.0,0.0,16700.7962881423,10285.892688714075,22415.85497628481,6661.9957136313,,,0,2,0,1,3.0,0,Not Hub
271,271,"MULTIPOLYGON (((34.66154365464143 31.816491499348405, 34.661591808422685 31.817380816330466, 34.662252187121354 31.817763669467592, 34.662864416372386 31.817257200541572, 34.66281626413489 31.816367871678537, 34.662155881102606 31.815985023622694, 34.66154365464143 31.816491499348405)), ((34.65777395064934 31.817751644139335, 34.65716171317979 31.81825808278551, 34.657209862415016 31.819147354837657, 34.65787024757545 31.819530200123328, 34.65848248783493 31.819023768277045, 34.65914286939741 31.819406617873316, 34.659755107603125 31.818900178457522, 34.65970696145656 31.818010882645275, 34.65904657555993 31.81762803812921, 34.658434340144034 31.818134484345013, 34.65777395064934 31.817751644139335)), ((34.66296070094452 31.819035851569687, 34.66300883327921 31.819925173733882, 34.66366919611002 31.820308045653615, 34.66428143094001 31.819801590329043, 34.66423330014984 31.81891225628354, 34.66357293298515 31.81852938944406, 34.66296070094452 31.819035851569687)), ((34.66046362099096 31.82017233076702, 34.661123991021626 31.820555194064582, 34.66173622996244 31.820048753879846, 34.661688096083154 31.8191594435966, 34.66102772171839 31.818776585378934, 34.66041548556704 31.819283032364442, 34.66046362099096 31.82017233076702)), ((34.66060798746107 31.8228402125704, 34.661268345223334 31.823223090337073, 34.661880591796994 31.822716671325267, 34.66183247781933 31.82182736774459, 34.661172115722565 31.82144449505662, 34.660559871937934 31.821950920870425, 34.66060798746107 31.8228402125704)))","['8a3f4c359307fff', '8a3f4c359327fff', '8a3f4c359a07fff', '8a3f4c359aa7fff', '8a3f4c359aeffff', '8a3f4c359af7fff']","[512195, 511087, 512270, 525477, 511086, 525478]","['LRT', 'BRT']",Ashdod-ashkelon,"['RH-GY1,', 'RedN', 'RedS,', 'L1-N', 'L1-S', 'L2-N', 'L2-S']","האולימפיאדה, רובע א', קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 7750502, ישראל",תל אביב,טבעת,10557.53,150.82693663,3,2,0,0,0,0,12,0,0,POINT (34.66083969206501 31.81924181830583),0.0,0.0,11783.962285319203,8650.148850698291,11770.141541797146,5967.490679514734,,,0,2,0,2,59.400000000000006,0,Local
272,272,"POLYGON ((34.65012359987409 31.806426814656, 34.64951138547354 31.806933306901488, 34.6495596327325 31.807822543726154, 34.65022009285109 31.808205300183342, 34.650832310044066 31.807698814731804, 34.65078406432602 31.806809566028942, 34.65012359987409 31.806426814656))","['8a3f4c359787fff', '8a3f4c359787fff']","[511090, 512193]",['LRT'],Tel,"['RedN', 'RedS,', 'L1-N', 'L1-S', 'L2-N', 'L2-S']","שדרות הרצל, רובע ב', קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 7750502, ישראל",תל אביב,טבעת,8156.039999999999,219.06,2,0,0,0,0,0,6,0,0,POINT (34.65017184884559 31.807316057190718),0.0,0.0,17690.82554370739,6898.844486932888,41972.17702280276,13744.046883487905,,,0,2,0,1,24.0,0,Local
273,273,"POLYGON ((34.665491804551294 31.80672038860637, 34.66483138759017 31.80633758044733, 34.664219193008975 31.806844149185192, 34.66426741259763 31.807733519286312, 34.66492782522672 31.80811633253117, 34.6655400225992 31.80760977058926, 34.665491804551294 31.80672038860637))",['8a3f4c359887fff'],[525474],['BRT'],Tel,['RH-GY1'],"העבודה, קריית חלוצים, אשדוד, נפת אשקלון, מחוז הדרום, 7750502, ישראל",תל אביב,טבעת,831.5,743.79,1,1,0,0,0,0,0,0,0,POINT (34.66487960889101 31.807226956260322),0.0,0.0,11640.007021006491,2547.241826853031,23192.68642170089,11334.886150707964,,,0,2,0,1,3.0,0,Not Hub
274,274,"MULTIPOLYGON (((34.66739070745735 31.81815857109562, 34.66677848158757 31.81866505593303, 34.66682660928882 31.819554413742054, 34.667486961315475 31.819937298595654, 34.668099189974356 31.819430820559656, 34.66805106381747 31.818541450868434, 34.66739070745735 31.81815857109562)), ((34.667535078291834 31.820826658994907, 34.66692284478635 31.821333122658302, 34.66697095258268 31.822222473764725, 34.66763129233929 31.822605373089782, 34.66824352863343 31.82209891622899, 34.66819542238229 31.821209553240347, 34.667535078291834 31.820826658994907)))","['8a3f4c359b2ffff', '8a3f4c359b67fff']","[525479, 512269]","['BRT', 'LRT']",Tel,"['RH-GY1,', 'RedS']","1, הבושם, קריית איתנים, אשדוד, נפת אשקלון, מחוז הדרום, 9275000, ישראל",תל אביב,טבעת,0.0,0.0,2,1,0,0,0,0,1,0,0,POINT (34.667511011799675 31.820381965351434),0.0,0.0,8364.617262449177,6140.140527218759,2447.0590505784603,2649.772924279578,,,0,2,0,2,7.700000000000001,0,Not Hub
275,275,"POLYGON ((34.63998801807985 31.77299649374852, 34.639327369239304 31.772613960845426, 34.638715239846476 31.77312067495015, 34.63876375649531 31.774009915180425, 34.63942440100639 31.774392453181758, 34.64003653319811 31.77388574585478, 34.63998801807985 31.77299649374852))",['8a3f4c35a237fff'],[511104],['LRT'],Tel,"['L2-N', 'L2-S']","יובב המלך, רובע ט""ז, אשדוד, נפת אשקלון, מחוז הדרום, 7751619, ישראל",תל אביב,טבעת,2182.9,20.0310223,1,0,0,0,0,0,2,0,0,POINT (34.63937588760636 31.773503206781502),0.0,0.0,18299.413731686614,3822.899407910855,32246.005385907265,9202.58856483774,,,0,2,0,1,8.0,0,Not Hub
276,276,"POLYGON ((34.63560604782732 31.77476492861527, 34.63494539256577 31.774382403517343, 34.63433325216355 31.774889080547048, 34.634381764223974 31.775778275896943, 34.63504241515547 31.776160806091873, 34.635654558356606 31.77565413584009, 34.63560604782732 31.77476492861527))",['8a3f4c35a2d7fff'],[511103],['LRT'],Tel,"['L2-N', 'L2-S']","15, שבט זבולון, רובע ט""ז, אשדוד, נפת אשקלון, מחוז הדרום, 7767309, ישראל",תל אביב,טבעת,5239.26,0.00013824,1,0,0,0,0,0,2,0,0,POINT (34.63499390634425 31.775271604572673),0.0,0.0,15008.874914125225,3135.478538488077,32815.97471456432,9263.072084420866,,,0,2,0,1,8.0,0,Not Hub
277,277,"POLYGON ((34.64889730775301 31.77212713366175, 34.64823668401861 31.77174457064887, 34.647624569018404 31.77225133778312, 34.64767307495426 31.773140661151825, 34.64833369436009 31.773523229264256, 34.64894581215864 31.773016468908637, 34.64889730775301 31.77212713366175))",['8a3f4c35aa37fff'],[511106],['LRT'],Tel,"['L2-N', 'L2-S']","שדרות אלטלנה, רובע י""ד, אשדוד, נפת אשקלון, מחוז הדרום, 7748611, ישראל",תל אביב,טבעת,5040.68,8.600249,1,0,0,0,0,0,2,0,0,POINT (34.64828519167262 31.77263389972442),0.0,0.0,0.0,0.0,36650.31938188259,12514.29818807026,,,0,2,0,1,8.0,0,Not Hub
278,278,"POLYGON ((34.64493350782421 31.769831824099708, 34.64427286108249 31.769449288492606, 34.64366074756466 31.769956054029254, 34.64370927798955 31.77084534839611, 34.6443699204027 31.771227889103386, 34.64498203671953 31.77072113034379, 34.64493350782421 31.769831824099708))",['8a3f4c35aa97fff'],[511105],['LRT'],Tel,"['L2-N', 'L2-S']","שדרות אלטלנה, רובע י""ד, אשדוד, נפת אשקלון, מחוז הדרום, 7748611, ישראל",תל אביב,טבעת,199.0000626,6.869000000000001e-05,1,0,0,0,0,0,2,0,0,POINT (34.64432139322598 31.770338588565618),0.0,0.0,12203.103963810814,2549.3296999535746,18553.89649125888,6796.427586102087,,,0,2,0,1,8.0,0,Not Hub
